user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
A1211,"['HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length', 'HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'Honeytek A6013L Capacitor Tester', 'Loctite Ultra Gel Control Super Glue 4-Gram (1363589)', 'Vestil PAIL-STL-RI Steel Open Head Pail with Handle, 5 gallon Capacity, Black']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold","[574, 575, 586, 485, 53, 354]",1691,"['<a_37><b_13><c_11>', '<a_114><b_9><c_88>', '<a_88><b_65><c_39>', '<a_92><b_40><c_35>', '<a_242><b_180><c_84>', '<a_30><b_9><c_197>']",<a_247><b_217><c_204>
A1211,"['HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length', 'HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'Honeytek A6013L Capacitor Tester', 'Loctite Ultra Gel Control Super Glue 4-Gram (1363589)', 'Vestil PAIL-STL-RI Steel Open Head Pail with Handle, 5 gallon Capacity, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold']","100pcs Solder Seal Wire Connectors, Sopoby Heat Shrink Butt Connectors, Waterproof Marine Automotive Electrical Terminals Insulated (35Red 30Blue 25White 10Yellow)","[574, 575, 586, 485, 53, 354, 1691]",595,"['<a_37><b_13><c_11>', '<a_114><b_9><c_88>', '<a_88><b_65><c_39>', '<a_92><b_40><c_35>', '<a_242><b_180><c_84>', '<a_30><b_9><c_197>', '<a_247><b_217><c_204>']",<a_200><b_224><c_50>
A1211,"['HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length', 'HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'Honeytek A6013L Capacitor Tester', 'Loctite Ultra Gel Control Super Glue 4-Gram (1363589)', 'Vestil PAIL-STL-RI Steel Open Head Pail with Handle, 5 gallon Capacity, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold', '100pcs Solder Seal Wire Connectors, Sopoby Heat Shrink Butt Connectors, Waterproof Marine Automotive Electrical Terminals Insulated (35Red 30Blue 25White 10Yellow)']","Dry-Packs DP45PLASTIC-10pk 45gm Indicating Silica Gel Hard Plastic Canister, Pack of 10","[574, 575, 586, 485, 53, 354, 1691, 595]",2356,"['<a_37><b_13><c_11>', '<a_114><b_9><c_88>', '<a_88><b_65><c_39>', '<a_92><b_40><c_35>', '<a_242><b_180><c_84>', '<a_30><b_9><c_197>', '<a_247><b_217><c_204>', '<a_200><b_224><c_50>']",<a_124><b_97><c_131>
A1211,"['HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length', 'HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'Honeytek A6013L Capacitor Tester', 'Loctite Ultra Gel Control Super Glue 4-Gram (1363589)', 'Vestil PAIL-STL-RI Steel Open Head Pail with Handle, 5 gallon Capacity, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold', '100pcs Solder Seal Wire Connectors, Sopoby Heat Shrink Butt Connectors, Waterproof Marine Automotive Electrical Terminals Insulated (35Red 30Blue 25White 10Yellow)', 'Dry-Packs DP45PLASTIC-10pk 45gm Indicating Silica Gel Hard Plastic Canister, Pack of 10']","Primefit R1401G Mini Air Regulator with steel-Protected Gauge, 60-Scfm At 100-Psi, 1/4"" Npt","[574, 575, 586, 485, 53, 354, 1691, 595, 2356]",1261,"['<a_37><b_13><c_11>', '<a_114><b_9><c_88>', '<a_88><b_65><c_39>', '<a_92><b_40><c_35>', '<a_242><b_180><c_84>', '<a_30><b_9><c_197>', '<a_247><b_217><c_204>', '<a_200><b_224><c_50>', '<a_124><b_97><c_131>']",<a_75><b_77><c_42>
A1211,"['HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length', 'HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'Honeytek A6013L Capacitor Tester', 'Loctite Ultra Gel Control Super Glue 4-Gram (1363589)', 'Vestil PAIL-STL-RI Steel Open Head Pail with Handle, 5 gallon Capacity, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold', '100pcs Solder Seal Wire Connectors, Sopoby Heat Shrink Butt Connectors, Waterproof Marine Automotive Electrical Terminals Insulated (35Red 30Blue 25White 10Yellow)', 'Dry-Packs DP45PLASTIC-10pk 45gm Indicating Silica Gel Hard Plastic Canister, Pack of 10', 'Primefit R1401G Mini Air Regulator with steel-Protected Gauge, 60-Scfm At 100-Psi, 1/4"" Npt']","Polymaker PM70152 PolyMax Spool, 1.75 mm, 0.75 kg, Blue","[574, 575, 586, 485, 53, 354, 1691, 595, 2356, 1261]",2357,"['<a_37><b_13><c_11>', '<a_114><b_9><c_88>', '<a_88><b_65><c_39>', '<a_92><b_40><c_35>', '<a_242><b_180><c_84>', '<a_30><b_9><c_197>', '<a_247><b_217><c_204>', '<a_200><b_224><c_50>', '<a_124><b_97><c_131>', '<a_75><b_77><c_42>']",<a_252><b_6><c_100>
A1308,['Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2'],"iRobot Roomba 614 Robot Vacuum Cleaner, Self-Charging, Good for Pet Hair, Carpets, & Hard Floor Surfaces",[406],2254,['<a_146><b_231><c_96>'],<a_59><b_85><c_75>
A1308,"['Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2', 'iRobot Roomba 614 Robot Vacuum Cleaner, Self-Charging, Good for Pet Hair, Carpets, & Hard Floor Surfaces']","FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity","[406, 2254]",2375,"['<a_146><b_231><c_96>', '<a_59><b_85><c_75>']",<a_187><b_182><c_54>
A1571,"['Anderson Metals Brass Hose Fitting, Connector, 5/16"" Barb x 3/8"" Male Pipe', 'Anderson Metals Brass Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Pipe', 'Dr.meter 30V/5A DC Bench Power Supply Single-Output 110V/220V Switchable with Alligator Clip included, US 3-prong Cable,PS305DM', '10 Pack - 20x150mm Pyrex Glass Test Tubes with Rubber Stoppers New', '1/2"" FPT TO 1/2"" BARB - Stainless Steel', 'Control Devices Brass Ball Check Valve, 1/4"" NPT Female x NPT Male', 'Arctic Silver 7g Premium Silver Thermal Cooling Adhesive Set (ASTA-7G)', 'Rigol DS1054Z Digital Oscilloscopes - Bandwidth: 50 Mhz, Channels: 4', 'Leaton Digital Thermocouple Thermometer Dual-channel LCD Backlight Temperature Meter Tester for K/J/T/E/R/S/N Great (Batteries included)', 'Red Brass Pipe Fitting, Nipple, Schedule 40 Seamless, 1/4"" NPT Male X 1-1/2"" Length']",TEMCo 18 AWG Copper Magnet Wire - 4 oz 50 ft 200&deg;C Magnetic Coil Winding,"[199, 200, 643, 1808, 2594, 2590, 2133, 1126, 1762, 1610]",2482,"['<a_251><b_16><c_224>', '<a_83><b_165><c_161>', '<a_147><b_101><c_252>', '<a_86><b_241><c_27>', '<a_210><b_57><c_78>', '<a_227><b_178><c_83>', '<a_40><b_49><c_165>', '<a_205><b_99><c_20>', '<a_218><b_34><c_242>', '<a_140><b_91><c_220><d_1>']",<a_138><b_152><c_119>
A1645,"['Oatey 30821 Cement, 8-Ounce, Milky-Clear', 'Spot Nails 18518 18-Gauge Galvanized Brad Nail, 5000-Count, 1-1/8-Inch', 'Sashco Big Stretch Acrylic Latex High Performance Caulking Sealant, 10.5 oz Cartridge, Woodtone', 'The Hillman Group 591516 Small Anchors with Screws Assortment, 95-Pack', 'The Hillman Group 370329 Ribbed Plastic Anchor, 8-10-12 X 1-1/4-Inch, Blue, 100-Pack', 'GORILLA PVC R08000 Pvc Glue 8 OZ, Clear', 'Superior Pump 99555 Universal Check Valve, Plastic, Fits all 1-1/4-Inch or 1-1/2-Inch MIP or FIP', 'Rutland Products 76C 500-Degree RTV High Heat Silicone Seal, 10.3-Ounce Cartridge, Clear', 'Tekz 45250 Metric Nut and Bolt Assortment - 475 Piece', 'Everflow 811-5 PTFE Thread Seal Tape for Plumbers, White 1/2 Inch x 520 Inch (Pack of 5 Rolls)']","Duck Brand 299006 3/4-Inch by 60 Feet Utility Vinyl Electrical Tape with Single Roll, Black, 3/4 Inch x Economy","[334, 1222, 1121, 414, 1489, 534, 1256, 185, 2057, 592]",138,"['<a_192><b_70><c_96>', '<a_33><b_100><c_113>', '<a_25><b_107><c_108><d_1>', '<a_93><b_96><c_147>', '<a_99><b_9><c_15><d_1>', '<a_121><b_133><c_92>', '<a_240><b_18><c_147>', '<a_126><b_252><c_218>', '<a_89><b_181><c_192>', '<a_65><b_106><c_114>']",<a_217><b_48><c_229>
A1961,"['Dorman Hardware 4-9771 Pliers Holders, 4-Pack', 'Deft Interior Clear Wood Finish Gloss Lacquer, 12.25-Ounce Aerosol Spray', 'Deft Interior Clear Wood Finish Gloss Lacquer, 12.25-Ounce Aerosol Spray', 'Dorman Hardware 4-9820 Peghooks, Value-Pack, 28-Piece', 'Dorman Hardware 4-9845 Peggable Wire Basket Set, 3-Pack', 'Dorman Hardware 4-9833 Peggable Screwdriver Holder', 'Weld-On 4 Acrylic Adhesive - 4 Oz and Weld-On Applicator Bottle with Needle']","Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle","[1197, 521, 521, 1700, 325, 2018, 1946]",17,"['<a_154><b_5><c_48>', '<a_20><b_174><c_85>', '<a_20><b_174><c_85>', '<a_93><b_172><c_203>', '<a_93><b_248><c_185>', '<a_93><b_6><c_135>', '<a_164><b_170><c_145><d_2>']",<a_242><b_129><c_66>
A2751,"['The Hillman Group 370326 Ribbed Plastic Anchor, 4-6-8 X 7/8-Inch, Yellow, 100-Pack', 'Hilitchi 800pcs 10-24 A.W.G Wire Copper Crimp Connector Insulated Cord Pin End Terminal Kit', 'Hot Rolled Steel Square Tubing, ASTM A-36, 2-1/2"" x 2-1/2"", 0.12"" Wall, 60"" Length', 'Innovative Components AH-COM Thread Detective / Thread Identifier Inch. and Metric Combo Set with Ruler Attached', 'URBEST Digital PH Meter, Black']",uxcell 100 Pcs Zinc Plated Carbon Steel Rivet Nut Flat Head Insert Nutsert 1/4-20UNC,"[1490, 1877, 1136, 2756, 324]",1684,"['<a_99><b_9><c_15><d_2>', '<a_81><b_32><c_207>', '<a_132><b_129><c_229>', '<a_44><b_222><c_10>', '<a_147><b_126><c_152>']",<a_98><b_109><c_160>
A3073,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Seville Classics UltraHD 24"" X 48"" Steel Pegboard Set and 23-Piece Peg Hook Assortment with 6 Bins', 'Workbench Caster Kit 4 Pack', 'Duck Brand 240200 Double-Sided Duct Tape, 1.4-Inch by 12-Yards, Single Roll', 'Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack', 'Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack', 'Eagle 1654 Yellow Blow-Molded HDPE Salvage Drum with Metal Ring Lever-Lock Lid, 20 gallon Capacity, 21"" Height, 21"" Diameter', 'E-Z Lok Threaded Insert, Brass, Knife Thread, 5/16""-18 Internal Threads, 0.625"" Length (Pack of 10)', 'Steel Flat Washer, Plain Finish, ASME B18.22.1, 1/4"" Screw Size, 9/32"" ID, 5/8"" OD, 0.065"" Thick (Pack of 100)', 'Innovative Components AN4C-5S221 1.38"" Star knob thru hole 1/4-20 steel zinc insert black pp (Pack of 10)']","Gorilla Carts GOR6PS Heavy-Duty Poly Yard Dump Cart with 2-In-1 Convertible Handle, 1,200-Pound Capacity, Black","[155, 2782, 281, 1076, 242, 242, 63, 2887, 345, 1921]",1187,"['<a_122><b_243><c_119><d_2>', '<a_154><b_5><c_231>', '<a_45><b_78><c_127>', '<a_39><b_128><c_173>', '<a_69><b_143><c_193>', '<a_69><b_143><c_193>', '<a_217><b_204><c_134>', '<a_232><b_139><c_112><d_2>', '<a_57><b_209><c_183>', '<a_182><b_202><c_123>']",<a_228><b_141><c_103>
A3668,"['Tensive Parker Labs Conductive Adhesive Gel, 50 Gram']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",[765],154,['<a_202><b_49><c_171>'],<a_122><b_243><c_119><d_1>
A3668,"['Tensive Parker Labs Conductive Adhesive Gel, 50 Gram', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","Tensive Parker Labs Conductive Adhesive Gel, 50 Gram","[765, 154]",765,"['<a_202><b_49><c_171>', '<a_122><b_243><c_119><d_1>']",<a_202><b_49><c_171>
A3668,"['Tensive Parker Labs Conductive Adhesive Gel, 50 Gram', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Tensive Parker Labs Conductive Adhesive Gel, 50 Gram']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[765, 154, 765]",154,"['<a_202><b_49><c_171>', '<a_122><b_243><c_119><d_1>', '<a_202><b_49><c_171>']",<a_122><b_243><c_119><d_1>
A3668,"['Tensive Parker Labs Conductive Adhesive Gel, 50 Gram', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Tensive Parker Labs Conductive Adhesive Gel, 50 Gram', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']",Waterpik Sensonic Professional Toothbrush (SR-3000),"[765, 154, 765, 154]",526,"['<a_202><b_49><c_171>', '<a_122><b_243><c_119><d_1>', '<a_202><b_49><c_171>', '<a_122><b_243><c_119><d_1>']",<a_134><b_138><c_202>
A3668,"['Tensive Parker Labs Conductive Adhesive Gel, 50 Gram', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Tensive Parker Labs Conductive Adhesive Gel, 50 Gram', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Waterpik Sensonic Professional Toothbrush (SR-3000)']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[765, 154, 765, 154, 526]",155,"['<a_202><b_49><c_171>', '<a_122><b_243><c_119><d_1>', '<a_202><b_49><c_171>', '<a_122><b_243><c_119><d_1>', '<a_134><b_138><c_202>']",<a_122><b_243><c_119><d_2>
A4384,"['Industrial & Scientific"" />']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green",[84],137,['<a_155><b_197><c_182>'],<a_252><b_189><c_226>
A4384,"['Industrial & Scientific"" />', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue","[84, 137]",44,"['<a_155><b_197><c_182>', '<a_252><b_189><c_226>']",<a_247><b_12><c_204>
A4384,"['Industrial & Scientific"" />', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue']",Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm,"[84, 137, 44]",1690,"['<a_155><b_197><c_182>', '<a_252><b_189><c_226>', '<a_247><b_12><c_204>']",<a_110><b_199><c_141>
A4871,"['Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz)', 'Pac-Kit by First Aid Only 21-770 Disposable Thermometer (Box of 10)', '3M Heavy Duty Duct Tape 3939 Silver, 48 mm x 54.8 m 9.0 mil, Conveniently Packaged (Pack of 3)', 'Madison Supply, Premium Quality Stainless Steel EMT Shears, Medical Trauma Scissors, (2-Pack)']",Thick Glass Graduated Measuring Cylinder Set 5ml 10ml 50ml 100ml Glass with Two Brushes,"[367, 2279, 196, 2921]",3002,"['<a_41><b_18><c_209>', '<a_82><b_230><c_76>', '<a_236><b_73><c_61>', '<a_16><b_232><c_45>']",<a_171><b_144><c_130>
A5162,"['Dixon FBVG100 Brass Ball Valve, 1"" NPT Female', 'PneumaticPlus SAR4000T-N04BG Air Pressure Regulator T-Handle 1/2"" NPT with Gauge & Bracket', 'SummitLink 410 Pcs Assorted Heat Shrink Tubing Wrap Sleeve Set Combo Tube 5 Colors 10 Sizes', 'ABN Adhesive Sticky Back 80-Grit Sandpaper Roll 2-3/4&rdquo; Inch x 20 Yards Aluminum Oxide Golden Yellow Longboard Dura PSA']","Dealmed Brand Nitrile Medical Grade Exam Gloves, Disposable, Latex-Free, 200 Count, Size Large","[655, 2773, 396, 799]",1214,"['<a_75><b_55><c_43>', '<a_75><b_182><c_216>', '<a_71><b_186><c_180><d_2>', '<a_217><b_185><c_193>']",<a_211><b_76><c_26>
A5806,"['Heat High Temperature Resistant Adhesive Gold Tape for Electric Task 30m 12mm', 'V6 3D Printer J-head Hotend with Single Cooling Fan for 1.75mm/3.0mm Direct Filament Wade Extruder 0.3mm/0.4mm/0.5mm Nozzle', 'SIENOC 3D PLA 1KG 1.75mm PLA 3D Printer Filament, Dimensional Accuracy+/- 0.05mm 1 kg(2.2 lbs) Spool (Orange)']",BIQU GT2 20Teeth 5mm Bore Aluminum Timing Belt Idler Pulley for 3D Printer 6mm Width Timing Belt (Pack of 5pcs),"[1093, 2353, 1815]",1395,"['<a_217><b_117><c_156>', '<a_27><b_213><c_207>', '<a_9><b_155><c_52><d_1>']",<a_78><b_242><c_104>
A5806,"['Heat High Temperature Resistant Adhesive Gold Tape for Electric Task 30m 12mm', 'V6 3D Printer J-head Hotend with Single Cooling Fan for 1.75mm/3.0mm Direct Filament Wade Extruder 0.3mm/0.4mm/0.5mm Nozzle', 'SIENOC 3D PLA 1KG 1.75mm PLA 3D Printer Filament, Dimensional Accuracy+/- 0.05mm 1 kg(2.2 lbs) Spool (Orange)', 'BIQU GT2 20Teeth 5mm Bore Aluminum Timing Belt Idler Pulley for 3D Printer 6mm Width Timing Belt (Pack of 5pcs)']",OctagonStar Flexible Couplings 5mm to 8mm NEMA 17 Shaft for RepRap 3D Printer or CNC Machine2PCS,"[1093, 2353, 1815, 1395]",2201,"['<a_217><b_117><c_156>', '<a_27><b_213><c_207>', '<a_9><b_155><c_52><d_1>', '<a_78><b_242><c_104>']",<a_199><b_80><c_60>
A5976,"['HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', 'FAMI 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 2132003mm']","500 Piece Assorted Loose Bicycle Bearing Balls 1/8"", 5/32"", 3/16"" 7/32"" & 1/4","[304, 1477, 1486]",2259,"['<a_18><b_217><c_190>', '<a_68><b_165><c_5><d_1>', '<a_144><b_214><c_178>']",<a_56><b_30><c_35>
A376,"['Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle', 'Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft']","Wilton 11106 Wilton Bench Vise, Jaw Width 6-Inch, Jaw Opening 6-Inch","[17, 141]",244,"['<a_242><b_129><c_66>', '<a_79><b_219><c_196>']",<a_224><b_151><c_188>
A376,"['Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle', 'Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft', 'Wilton 11106 Wilton Bench Vise, Jaw Width 6-Inch, Jaw Opening 6-Inch']","Wilton 11106 Wilton Bench Vise, Jaw Width 6-Inch, Jaw Opening 6-Inch","[17, 141, 244]",244,"['<a_242><b_129><c_66>', '<a_79><b_219><c_196>', '<a_224><b_151><c_188>']",<a_224><b_151><c_188>
A702,"['Cyalume Military Grade Combat Light Shield Device, 6-3/4"" Length x 1"" Width, For 6"" ChemLight and 6"" SnapLight Lightsticks', 'UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)', 'UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)', 'MLCS 9080 Billy Pedal Foot Switch, Deadman Style', 'Fermtech Regular 5/16"" Auto Siphon with 8 feet of Tubing, clear, 1 piece', 'KREG Tools SSW Kreg Screw Selector Wheel. Woodworking', '2-P10KIT Available 2-P10 Adhesive Kit, Clear']",Dawson Tools DZA50 AC Line Splitter,"[938, 6, 7, 59, 1552, 1091, 1014]",1781,"['<a_177><b_184><c_76>', '<a_166><b_249><c_112><d_1>', '<a_166><b_249><c_112><d_2>', '<a_49><b_245><c_237>', '<a_175><b_145><c_239>', '<a_51><b_103><c_150>', '<a_20><b_130><c_202>']",<a_102><b_145><c_244>
A1023,"['FastenMaster FMTLOK10-12 TimberLOK Heavy-Duty Wood Screw, 10 Inches, 12-Count', 'URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size']","3M Foil Tape 3381 Silver, 1.88 in x 50 yd 2.7 mil (Pack of 1)","[1218, 149]",480,"['<a_215><b_60><c_92>', '<a_13><b_118><c_88>']",<a_79><b_8><c_39>
A1244,"['SainSmart CNC Micro-Stepping Stepper Motor Driver NEMA23 ST-M5045 2phase 4.5A 24-50V DC 256', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'Signswise 5pcs Reprap 24V 40W Ceramic Cartridge Heater for 3D Printer Prusa Mendel']","PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length","[1876, 586, 862, 586, 2193]",957,"['<a_92><b_157><c_35>', '<a_88><b_65><c_39>', '<a_141><b_110><c_163><d_1>', '<a_88><b_65><c_39>', '<a_233><b_37><c_50>']",<a_114><b_227><c_69>
A1244,"['SainSmart CNC Micro-Stepping Stepper Motor Driver NEMA23 ST-M5045 2phase 4.5A 24-50V DC 256', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'Signswise 5pcs Reprap 24V 40W Ceramic Cartridge Heater for 3D Printer Prusa Mendel', 'PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length']","PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length","[1876, 586, 862, 586, 2193, 957]",957,"['<a_92><b_157><c_35>', '<a_88><b_65><c_39>', '<a_141><b_110><c_163><d_1>', '<a_88><b_65><c_39>', '<a_233><b_37><c_50>', '<a_114><b_227><c_69>']",<a_114><b_227><c_69>
A1464,"['Learn To Brew LLC Food Grade Vinyl Tubing - 10 feet 5/16 ID - 7/16 OD', 'Bissell 9595A CleanView Bagless Vacuum with OnePass', 'PYREX 1L Narrow Mouth Erlenmeyer Flasks with Heavy Duty Rim, Ea', 'Vktech 100PCS 0.2ml Graduated Pipettes Dropper Polyethylene', 'Glass Graduated Cylinder 3 Piece Kit 10ml, 50ml & 100ml - With Bonus 25 pc Pipette Set', 'GREAT STUFF Gaps & Cracks 20 oz Insulating Foam Sealant']","Kreg SML-C250-50 2-1/2-Inch #8 Coarse Washer-Head Pocket Screws, 50 Count","[1106, 413, 838, 1228, 2226, 404]",702,"['<a_181><b_145><c_229>', '<a_59><b_185><c_121>', '<a_67><b_200><c_226>', '<a_173><b_3><c_104><d_2>', '<a_67><b_134><c_120>', '<a_231><b_126><c_157>']",<a_180><b_2><c_65>
A1800,"['Forney 70487 Tube Brush, Nylon with Wire Loop Handle, 15-1/2-Inch-by-1-1/4-Inch', 'LDR 020 9645 Pressure Gauge, 3/4-Inch IPS, 200 lb. Pressure', 'Sashco 13033 5oz Sashco Sealants White Lexel Adhesive Caulk, 5-Ounce']","Sashco 13030 10.5oz Sashco Sealants White Lexel Adhesive Caulk, 10.5-Ounce","[2146, 2689, 962]",1580,"['<a_11><b_2><c_100>', '<a_207><b_177><c_215>', '<a_29><b_13><c_105>']",<a_121><b_83><c_172>
A3719,"['Accugage Rubber Gauge Cover', 'Accugage Rubber Gauge Cover']",TapeCase 3432 1in X 5yd Red Reflective Tape (1 Roll),"[2316, 2316]",949,"['<a_48><b_213><c_154>', '<a_48><b_213><c_154>']",<a_129><b_131><c_98><d_1>
A3719,"['Accugage Rubber Gauge Cover', 'Accugage Rubber Gauge Cover', 'TapeCase 3432 1in X 5yd Red Reflective Tape (1 Roll)']",TapeCase 3431 0.75in X 5yd Yellow Reflective Tape (1 Roll),"[2316, 2316, 949]",976,"['<a_48><b_213><c_154>', '<a_48><b_213><c_154>', '<a_129><b_131><c_98><d_1>']",<a_129><b_95><c_185>
A3719,"['Accugage Rubber Gauge Cover', 'Accugage Rubber Gauge Cover', 'TapeCase 3432 1in X 5yd Red Reflective Tape (1 Roll)', 'TapeCase 3431 0.75in X 5yd Yellow Reflective Tape (1 Roll)']",TapeCase 3432 1in X 50yd Red Reflective Tape (1 Roll),"[2316, 2316, 949, 976]",950,"['<a_48><b_213><c_154>', '<a_48><b_213><c_154>', '<a_129><b_131><c_98><d_1>', '<a_129><b_95><c_185>']",<a_129><b_131><c_98><d_2>
